,frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference,redshift,redshift_measured,ra_error,dec_error,dm_error,raw,notes,high_freq,low_freq
770,FRB20191215A,15/12/2019 16:13,58832.6762,CHIME,53:02.4,+48:15:00.00,97.46,65.72,600,223.21,-,-,-,15.12,https://www.wis-tns.org/object/20191215a,0.2317,-,-,-,3.23,,,,
771,FRB20191217A,17/12/2019 8:38,58834.36037,CHIME,26:33.6,+81:24:36.00,113.28,27.73,600,304.09,-,-,-,18.98,https://www.wis-tns.org/object/20191217a,0.2844,-,-,-,6.47,,,,
772,FRB20191218A,18/12/2019 4:09,58835.17324,CHIME,59:14.4,+65:43:48.00,129.83,3.77,600,355.85,-,-,-,12.88,https://www.wis-tns.org/object/20191218a,0.0415,-,-,-,6.47,,,,
773,FRB20191219A,19/12/2019 4:07,58836.17198,CHIME,57:21.6,+65:43:48.00,129.64,3.72,600,352.61,-,-,-,10.05,https://www.wis-tns.org/object/20191219a,0.0357,-,-,-,3.23,,,,
774,FRB20191219B,19/12/2019 4:11,58836.17452,CHIME,57:07.2,+65:43:48.00,129.62,3.71,600,351,-,-,-,17.76,https://www.wis-tns.org/object/20191219b,0.0336,-,-,-,1.62,,,,
775,FRB20191219C,19/12/2019 4:03,58836.1693,GBT,58:00.8,+65:43:00.31,129.71,3.73,350,348.8,1.24,2.7,11.2,13.3,https://www.wis-tns.org/object/20191219c,0.0317,0.0337,-,-,0.4,,,,
776,FRB20191219D,19/12/2019 4:03,58836.1693,GBT,58:00.8,+65:43:00.31,129.71,3.73,350,348.8,1.09,3.9,5.2,28.6,https://www.wis-tns.org/object/20191219d,0.0317,0.0337,-,-,0.4,,,,
777,FRB20191219E,19/12/2019 4:13,58836.17592,GBT,58:00.8,+65:43:00.31,129.71,3.73,350,349.5,3.58,5.89,48.9,54.9,https://www.wis-tns.org/object/20191219e,0.0323,0.0337,-,-,0.3,,,,
778,FRB20191219F,19/12/2019 16:51,58836.70248,CHIME,05:09.6,+85:26:24.00,120.01,30.9,600,464.22,-,-,-,173.16,https://www.wis-tns.org/object/20191219f,0.442,-,-,-,1.62,,,,
779,FRB20191220A,20/12/2019 8:37,58837.35949,CHIME,26:00.0,+81:24:00.00,113.26,27.75,600,304.09,-,-,-,8.06,https://www.wis-tns.org/object/20191220a,0.2844,-,-,-,6.47,,,,
780,FRB20191221A,21/12/2019 4:52,58838.20278,CHIME,57:21.6,+79:43:12.00,128.56,18.25,600,388.19,-,-,-,10.61,https://www.wis-tns.org/object/20191221a,0.3223,-,-,-,25.88,,,,
781,FRB20191223A,23/12/2019 0:07,58840.00494,CHIME,12:50.4,+17:22:12.00,77.54,-31.19,600,394.67,-,-,-,9.29,https://www.wis-tns.org/object/20191223a,0.3813,-,-,-,6.47,,,,
782,FRB20191223B,23/12/2019 4:55,58840.20522,UTMOST,34:14.1,-75:08:54.19,318.85,-32.66,835,665,-,-,108.1,29.4,https://www.wis-tns.org/object/20191223b,0.6241,-,54,143,-,,,,
783,FRB20191228A,28/12/2019 9:16,58845.3863,ASKAP,57:00.0,-29:46:00.00,20.14,-64.77,1272.5,297.9,-,-,40,-,https://www.wis-tns.org/object/20191228a,0.3061,-,40,30,0.5,,,,
784,FRB20191231A,31/12/2019 15:17,58848.63738,CHIME,00:09.6,+48:15:00.00,95.19,65.01,600,223.21,-,-,-,10.32,https://www.wis-tns.org/object/20191231a,0.2315,-,-,-,3.23,,,,
785,FRB20200112A,12/1/2020 14:26,58860.60178,CHIME,51:07.2,+48:15:00.00,98.1,65.9,600,223.21,-,-,-,12.45,https://www.wis-tns.org/object/20200112a,0.2318,-,-,-,3.23,,,,
786,FRB20200120A,20/1/2020 1:49,58868.07586,CHIME,44:45.6,+65:43:48.00,128.38,3.42,600,346.14,-,-,-,16.7,https://www.wis-tns.org/object/20200120a,-,-,-,-,3.23,,,,
787,FRB20200120B,20/1/2020 1:58,58868.08221,GBT,58:00.8,+65:43:00.31,129.71,3.73,350,348.9,2.28,3.7,28.1,19.3,https://www.wis-tns.org/object/20200120b,0.0318,0.0337,-,-,0.1,,,,
788,FRB20200120C,20/1/2020 2:01,58868.08462,GBT,58:00.8,+65:43:00.31,129.71,3.73,350,348.7,1.3,1.5,7.8,14.4,https://www.wis-tns.org/object/20200120c,0.0316,0.0337,-,-,0.2,,,,
789,FRB20200120D,20/1/2020 2:04,58868.0868,GBT,58:00.8,+65:43:00.31,129.71,3.73,350,348.8,0.98,3.2,7.7,11.9,https://www.wis-tns.org/object/20200120d,0.0317,0.0337,-,-,0.2,,,,
790,FRB20200120E,20/1/2020 9:57,58868.415,CHIME,45:00.0,+68:46:12.00,143.11,40.27,600,88.96,-,-,-,11.42,https://www.wis-tns.org/object/20200120e,0.072,-,-,-,1.62,,,,
791,FRB20200122A,22/1/2020 10:20,58870.43093,CHIME,30:50.4,+73:47:24.00,135.02,39.87,600,101.9,-,-,-,13.85,https://www.wis-tns.org/object/20200122a,0.0878,-,-,-,1.62,,,,
792,FRB20200122B,22/1/2020 10:27,58870.43542,CHIME,31:28.8,+73:48:00.00,134.97,39.89,600,101.9,-,-,-,17.31,https://www.wis-tns.org/object/20200122b,0.0878,-,-,-,1.62,,,,
793,FRB20200122C,22/1/2020 10:28,58870.43635,CHIME,32:50.4,+73:48:00.00,134.87,39.95,600,106.75,-,-,-,8.34,https://www.wis-tns.org/object/20200122c,0.0941,-,-,-,3.23,,,,
794,FRB20200122D,22/1/2020 22:09,58870.92327,CHIME,33:24.0,+73:47:24,133.49,40.87,600,106.8,-,-,-,13.11,https://www.wis-tns.org/object/20200122d,0.0864,-,-,-,3.2,,,,
795,FRB20200122E,22/1/2020 22:09,58870.92352,CHIME,11:33.6,+73:44:24.00,136.31,38.96,600,106.75,-,-,-,10.42,https://www.wis-tns.org/object/20200122e,0.0928,-,-,-,3.23,,,,
796,FRB20200122F,22/1/2020 22:22,58870.93219,CHIME,35:45.6,+73:44:24.00,134.72,40.13,600,105.14,-,-,-,8.9,https://www.wis-tns.org/object/20200122f,0.0923,-,-,-,1.62,,,,
797,FRB20200122G,22/1/2020 22:23,58870.93287,CHIME,36:45.6,+73:44:24.00,134.65,40.18,600,101.9,-,-,-,10.47,https://www.wis-tns.org/object/20200122g,0.0882,-,-,-,1.62,,,,
798,FRB20200124A,24/1/2020 18:42,58872.77984,CHIME,53:24.0,+46:57:36.00,76.67,19.15,600,575.83,-,-,-,15.49,https://www.wis-tns.org/object/20200124a,0.5253,-,-,-,6.47,,,,
799,FRB20200124B,24/1/2020 19:24,58872.80872,CHIME,39:57.6,+59:24:00.00,91.52,17.29,600,1378.11,-,-,-,8.02,https://www.wis-tns.org/object/20200124b,1.2441,-,-,-,6.47,,,,
800,FRB20200125A,25/1/2020 12:15,58873.51064,GBT,36:31.6,+07:42:06.84,359.83,58.43,350,179.47,-,-,-,8.1,https://www.wis-tns.org/object/20200125a,0.1838,-,18,18,0.05,,,,
801,FRB20200203A,3/2/2020 1:07,58882.0468,CHIME,57:57.6,+65:43:48.00,129.7,3.74,600,351,-,-,-,9.53,https://www.wis-tns.org/object/20200203a,0.0344,-,-,-,1.62,,,,
802,FRB20200204A,4/2/2020 0:26,58883.01869,CHIME,26:33.6,+72:18:36.00,125.63,9.62,600,370.41,-,-,-,9.2,https://www.wis-tns.org/object/20200204a,0.1965,-,-,-,1.62,,,,
803,FRB20200204B,4/2/2020 0:57,58883.03995,CHIME,56:02.4,+65:43:48.00,129.51,3.69,600,346.14,-,-,-,12.67,https://www.wis-tns.org/object/20200204b,0.0273,-,-,-,3.23,,,,
804,FRB20200204C,4/2/2020 0:59,58883.04155,CHIME,58:33.6,+65:43:48.00,129.76,3.75,600,351,-,-,-,51.77,https://www.wis-tns.org/object/20200204c,0.0347,-,-,-,1.62,,,,
805,FRB20200204D,4/2/2020 1:03,58883.04405,CHIME,57:55.2,+65:43:48.00,129.7,3.74,600,347.76,-,-,-,10.01,https://www.wis-tns.org/object/20200204d,0.0306,-,-,-,1.62,,,,
806,FRB20200204E,4/2/2020 1:17,58883.05372,CHIME,07:55.2,+65:43:48.00,130.69,4.02,600,347.76,-,-,-,9.15,https://www.wis-tns.org/object/20200204e,0.0381,-,-,-,1.62,,,,
807,FRB20200219A,19/2/2020 23:53,58898.99557,CHIME,43:04.8,+65:42:36.00,128.21,3.37,600,346.14,-,-,-,8.83,https://www.wis-tns.org/object/20200219a,-,-,-,-,3.23,,,,
808,FRB20200220A,20/2/2020 0:10,58899.00706,CHIME,59:24.0,+65:43:12.00,129.85,3.76,600,352.61,-,-,-,11.79,https://www.wis-tns.org/object/20200220a,0.037,-,-,-,3.23,,,,
809,FRB20200220B,20/2/2020 13:28,58899.56141,SRT,58:00.8,+65:43:00.31,129.71,3.73,328,349.8,2.8,13,37,31.7,https://www.wis-tns.org/object/20200220b,0.0327,0.0337,24,24,0.1,,,,
810,FRB20200220C,20/2/2020 13:37,58899.56782,SRT,58:00.8,+65:43:00.31,129.71,3.73,328,349.4,1.5,9,13,13.6,https://www.wis-tns.org/object/20200220c,0.0322,0.0337,24,24,0.1,,,,
811,FRB20200220D,20/2/2020 13:48,58899.57562,SRT,58:00.8,+65:43:00.31,129.71,3.73,328,350.1,1.4,14,19,16,https://www.wis-tns.org/object/20200220d,0.0331,0.0337,24,24,0.1,,,,
812,FRB20200221A,21/2/2020 0:09,58900.00681,CHIME,15:02.4,+65:43:48.00,131.39,4.24,600,342.91,-,-,-,24.72,https://www.wis-tns.org/object/20200221a,0.0384,-,-,-,6.47,,,,
813,FRB20200224A,24/2/2020 1:47,58903.07493,CHIME,54:38.4,+73:37:48.00,135.02,15.23,600,187.63,-,-,-,9.2,https://www.wis-tns.org/object/20200224a,0.0857,-,-,-,6.47,,,,
814,FRB20200302A,2/3/2020 1:52,58910.07797,CHIME,20:40.8,+73:37:48.00,136.38,16.51,600,194.1,-,-,-,15.18,https://www.wis-tns.org/object/20200302a,0.107,-,-,-,12.94,,,,
815,FRB20200307A,7/3/2020 5:07,58915.21377,CHIME,09:28.8,+46:16:12.00,173.39,32.34,600,308.94,-,-,-,8.69,https://www.wis-tns.org/object/20200307a,0.2882,-,-,-,1.62,,,,
816,FRB20200314A,14/3/2020 15:22,58922.64076,CHIME,54:26.4,+46:58:12.00,76.75,18.99,600,575.83,-,-,-,29.3,https://www.wis-tns.org/object/20200314a,0.5247,-,-,-,6.47,,,,
817,FRB20200323A,23/3/2020 10:07,58931.42156,GMRT,58:00.8,+65:43:00.31,129.71,3.73,400,349,-,5.24,8.89,95.51,https://www.wis-tns.org/object/20200323a,0.0318,0.0337,-,-,-,,,,
818,FRB20200323B,23/3/2020 10:53,58931.45388,GMRT,58:00.8,+65:43:00.31,129.71,3.73,400,349,-,10.49,15.11,114.75,https://www.wis-tns.org/object/20200323b,0.0318,0.0337,-,-,-,,,,
819,FRB20200324A,24/3/2020 21:35,58932.89993,CHIME,39:04.8,+65:42:36.00,127.81,3.29,600,346.14,-,-,-,13.02,https://www.wis-tns.org/object/20200324a,-,-,-,-,3.23,,,,
820,FRB20200324B,24/3/2020 8:28,58932.35325,GMRT,58:00.8,+65:43:00.31,129.71,3.73,400,349,-,10.49,1.53,11.6,https://www.wis-tns.org/object/20200324b,0.0318,0.0337,-,-,-,,,,
821,FRB20200324C,24/3/2020 9:31,58932.3968,GMRT,58:00.8,+65:43:00.31,129.71,3.73,400,349,-,10.49,3.51,26.65,https://www.wis-tns.org/object/20200324c,0.0318,0.0337,-,-,-,,,,
822,FRB20200405A,5/4/2020 5:34,58944.23257,VLA,13:13:28,+36:35:37,98.06,79.45,361.941,212.298,-,6.25,100,11.29,https://iopscience.iop.org/article/10.3847/2515-5172/abea22,0.2223,-,90,90,0.5,,,,
823,FRB20200413A,13/4/2020 9:13,58952.38418,MeerKAT,54:16.8,-28:12:36.00,20.73,-50.98,1284,1990.05,-,4.9,-,14,https://www.wis-tns.org/object/20200413a,1.8995,-,60,60,-,,,,
824,FRB20200423A,23/4/2020 20:11,58962.8412,VLA,58:00.6,+65:43:00.63,129.71,3.73,1680,349.8,0.13,10,1.3,13,https://www.wis-tns.org/object/20200423a,0.0327,-,0.01,0.01,-,,,,
825,FRB20200430A,30/4/2020 15:49,58969.65959,ASKAP,18:41.0,+12:20:23.00,17.06,52.52,864.5,380.1,-,-,35,16,https://www.wis-tns.org/object/20200430a,0.3797,-,15,15,0.4,,,,
826,FRB20200508A,8/5/2020 7:42,58977.32094,UTMOST,01:32.4,-65:35:42.70,282.02,-12.56,835,629,-,-,29.7,14.33,https://www.wis-tns.org/object/20200508a,0.4048,-,0.08,72,-,,,,
827,FRB20200514B,14/5/2020 5:40,58983.23664,UTMOST,01:00.6,-45:54:24.96,256.11,-17.56,835.2,349.4,-,-,11,10,https://www.wis-tns.org/object/20200514b,0.147,-,0.75,120,-,,,,
828,FRB20200607A,7/6/2020 10:37,59007.44261,UTMOST,41:30.7,-05:08:24.10,325.36,55.54,835,466.9,-,1.3,51,41,https://www.wis-tns.org/object/20200607a,0.4613,-,0.08,72,-,,,,
829,FRB20200616A,16/6/2020 6:31,59016.27168,Arecibo,42:07.8,+16:12:32.53,53.12,-3.45,1375,976.85,0.166,3.9,0.76,41.04,https://www.wis-tns.org/object/20200616a,0.625,-,-,-,0.5,,,,
830,FRB20200627A,27/6/2020 19:23,59027.80812,ASKAP,47:00.0,-39:28:60.00,2.87,-50.01,920.5,294,-,-,28,11,https://www.wis-tns.org/object/20200627a,0.2954,-,15,15,1,,,,
831,FRB20200718A,18/7/2020 22:12,59048.92537,CHIME,56:24.0,+68:47:24.00,142.33,41.12,600,88.96,-,-,-,8.36,https://www.wis-tns.org/object/20200718a,0.073,-,-,-,1.62,,,,
832,FRB20200906A,6/9/2020 21:40,59098.90337,ASKAP,35:00.0,-14:04:00.00,202.4,-49.77,864.5,577.8,-,6,59,16.1,https://www.wis-tns.org/object/20200906a,0.5516,-,25,25,0.2,,,,
833,FRB20200915A,15/9/2020 2:24,59107.10051,MeerKAT,49:38.4,+04:40:28.90,169.35,-47.26,1284,740.6,-,1.2,-,31,https://www.wis-tns.org/object/20200915a,0.7016,-,60,60,-,,,,
834,FRB20200917A,17/9/2020 5:03,59109.21083,CHIME,57:31.2,+75:45:36.00,110.11,19.12,600,883.15,-,-,-,29.93,https://www.wis-tns.org/object/20200917a,0.7886,-,-,-,3.23,,,,
835,FRB20201020A,20/10/2020 12:12,59142.50855,WSRT/Apertif,51:24.7,+49:02:05.80,99.06,65.22,1370,398.59,14,2.14,3.4,53.34,https://www.wis-tns.org/object/20201020a,0.4012,-,-,-,0.08,,,,
836,FRB20201123A,23/11/2020 10:11,59176.42499,MeerKAT,34:40.6,-50:46:02.00,340.23,-9.68,1284,433.9,-,3.1,-,45,https://www.wis-tns.org/object/20201123a,0.2998,-,0.83,0.83,-,,,,
837,FRB20201124A,24/11/2020 8:50,59177.36854,CHIME,07:57.6,+26:11:24.00,177.65,-8.47,600,410.83,-,-,-,13.78,https://www.wis-tns.org/object/20201124a,0.2443,-,-,-,3.23,,,,
838,FRB20201124B,24/11/2020 8:54,59177.37136,CHIME,08:26.4,+26:11:24.00,177.71,-8.38,600,404.36,-,-,-,10.31,https://www.wis-tns.org/object/20201124b,0.2368,-,-,-,3.23,,,,
839,FRB20201129A,29/11/2020 13:31,59182.56354,CHIME,57:43.2,+68:46:12.00,142.26,41.23,600,87.75,-,-,-,15.5,https://www.wis-tns.org/object/20201129a,0.0716,-,-,-,0.4,,,,
840,FRB20201210A,10/12/2020 7:54,59193.32966,CHIME,13:57.6,+26:12:00.00,178.43,-7.36,600,414.89,-,-,-,26.86,https://www.wis-tns.org/object/20201210a,0.2327,-,-,-,0.81,,,,
841,FRB20201216A,16/12/2020 7:29,59199.31203,CHIME,07:38.4,+26:11:24.00,177.61,-8.52,600,409.23,-,-,-,9.4,https://www.wis-tns.org/object/20201216a,0.2434,-,-,-,1.62,,,,
842,FRB20210117A,17/1/2021 7:51,59231.32733,ASKAP,39:36.0,-16:11:25.20,45.79,-57.59,1271.5,730,-,3.3,36,27.1,https://www.wis-tns.org/object/20210117a,0.7016,-,10,15,1,,,,
843,FRB20210206A,6/2/2021 2:35,59251.10804,CHIME,35:57.6,+52:43:48.00,146.43,-2.47,600,361.51,-,-,-,49.08,https://www.wis-tns.org/object/20210206a,0.1263,-,-,-,0.81,,,,
844,FRB20210213A,13/2/2021 11:12,59258.46682,CHIME,46:57.6,+83:07:12.00,123.09,34.01,600,481.61,-,-,-,13.4,https://www.wis-tns.org/object/20210213a,0.4618,-,-,-,0.4,,,,
845,FRB20210220A,20/2/2021 3:06,59265.12943,CHIME,07:48.0,+26:11:24.00,177.63,-8.49,600,418.93,-,-,-,9.84,https://www.wis-tns.org/object/20210220a,0.2522,-,-,-,1.62,,,,
846,FRB20210301A,1/3/2021 2:28,59274.1033,CHIME,01:55.2,+26:10:48.00,176.84,-9.56,600,417.3,-,-,-,16.22,https://www.wis-tns.org/object/20210301a,0.2644,-,-,-,3.23,,,,
847,FRB20210303A,3/3/2021 1:28,59276.06165,UTMOST,15:52.3,-46:05:32.00,350.71,-53.99,835,366.9,-,1.55,37.8,21.8,https://www.wis-tns.org/object/20210303a,0.3684,-,-,-,-,,,,
848,FRB20210321A,21/3/2021 1:12,59294.05026,CHIME,07:50.4,+26:11:24.00,177.63,-8.49,600,412.46,-,-,-,15.58,https://www.wis-tns.org/object/20210321a,0.2462,-,-,-,1.62,,,,
849,FRB20210322A,22/3/2021 1:10,59295.04912,CHIME,08:21.6,+26:11:24.00,177.7,-8.39,600,410.04,-,-,-,13.51,https://www.wis-tns.org/object/20210322a,0.2425,-,-,-,0.81,,,,
850,FRB20210323A,23/3/2021 1:08,59296.04727,CHIME,13:16.8,+26:12:00.00,178.34,-7.49,600,414.89,-,-,-,18.09,https://www.wis-tns.org/object/20210323a,0.2348,-,-,-,0.81,,,,
851,FRB20210326A,26/3/2021 0:53,59299.0374,CHIME,07:09.6,+26:11:24.00,177.54,-8.61,600,412.46,-,-,-,20.2,https://www.wis-tns.org/object/20210326a,0.2477,-,-,-,1.62,,,,
852,FRB20210327A,27/3/2021 0:46,59300.0322,CHIME,03:38.4,+26:11:24.00,177.07,-9.25,600,416.51,-,-,-,17.61,https://www.wis-tns.org/object/20210327a,0.2596,-,-,-,0.81,,,,
853,FRB20210327B,27/3/2021 0:53,59300.03693,CHIME,08:33.6,+26:11:24.00,177.73,-8.36,600,411.25,-,-,-,10.78,https://www.wis-tns.org/object/20210327b,0.2433,-,-,-,0.4,,,,
854,FRB20210327C,27/3/2021 0:53,59300.03693,CHIME,08:33.6,+26:11:24.00,177.73,-8.36,600,422.17,-,-,-,12.81,https://www.wis-tns.org/object/20210327c,0.2536,-,-,-,1.62,,,,
855,FRB20210328A,28/3/2021 0:49,59301.03412,CHIME,08:28.8,+26:11:24.00,177.72,-8.37,600,415.7,-,-,-,9.38,https://www.wis-tns.org/object/20210328a,0.2477,-,-,-,1.62,,,,
856,FRB20210401A,1/4/2021 11:33,59305.48127,ASKAP,07:00.0,+25:52:60.00,177.77,-8.82,864.5,412,-,-,190,64,https://www.wis-tns.org/object/20210401a,0.2493,-,15,15,3,,,,
857,FRB20210401B,1/4/2021 10:55,59305.45537,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,696,421,-,-,-,34.2,https://www.wis-tns.org/object/20210401b,0.2544,-,0.08,0.08,2,,,,
858,FRB20210402A,2/4/2021 5:48,59306.24235,ASKAP,07:55.0,+26:01:60.00,177.77,-8.56,1271.5,414,-,-,22,13.4,https://www.wis-tns.org/object/20210402a,0.2482,-,10,10,3,,,,
859,FRB20210403A,3/4/2021 6:37,59307.27588,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,1104,423,-,-,-,8.8,https://www.wis-tns.org/object/20210403a,0.2562,-,0.08,0.08,5,,,,
860,FRB20210403B,3/4/2021 7:33,59307.31516,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,1104,417,-,-,-,18.9,https://www.wis-tns.org/object/20210403b,0.2505,-,0.08,0.08,4,,,,
861,FRB20210404B,4/4/2021 7:46,59308.32414,ASKAP,08:03.6,+26:03:39.1,177.77,-8.52,1271.5,414,4.5,-,11,12.2,https://arxiv.org/abs/2106.11993,0.2478,-,10,10,3,,,,
862,FRB20210404C,4/4/2021 6:56,59308.28897,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,1104,420,-,-,-,15.4,https://www.wis-tns.org/object/20210404c,0.2534,-,0.08,0.08,3,,,,
863,FRB20210405C,5/4/2021 7:48,59309.32519,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,1104,414,-,-,-,18.8,https://www.wis-tns.org/object/20210405c,0.2478,-,0.08,0.08,2,,,,
864,FRB20210405D,5/4/2021 6:06,59309.25459,Parkes,08:03.0,+26:03:39.00,177.77,-8.52,895.75,418,-,-,-,22.6,https://www.wis-tns.org/object/20210405d,0.2515,-,0.08,0.08,2,,,,
865,FRB20210405E,5/4/2021 6:14,59309.26014,Parkes,08:03.0,+26:03:39.00,177.77,-8.52,959.75,414,-,-,-,14.7,https://www.wis-tns.org/object/20210405e,0.2478,-,0.08,0.08,3,,,,
866,FRB20210405F,5/4/2021 6:34,59309.27407,Parkes,08:03.0,+26:03:39.00,177.77,-8.52,895.75,415,-,-,-,23.3,https://www.wis-tns.org/object/20210405f,0.2487,-,0.08,0.08,2,,,,
867,FRB20210405G,5/4/2021 6:44,59309.28122,Parkes,08:03.0,+26:03:39.00,177.77,-8.52,991.75,411,-,-,-,28.9,https://www.wis-tns.org/object/20210405g,0.2449,-,0.08,0.08,2,,,,
868,FRB20210405H,5/4/2021 6:53,59309.28746,Parkes,08:03.0,+26:03:39.00,177.77,-8.52,959.75,418,-,-,-,66.4,https://www.wis-tns.org/object/20210405h,0.2515,-,0.08,0.08,2,,,,
869,FRB20210407A,7/4/2021 6:14,59311.25972,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,1104,424,-,-,-,14.5,https://www.wis-tns.org/object/20210407a,0.2572,-,0.08,0.08,2,,,,
870,FRB20210407B,7/4/2021 6:14,59311.26037,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,1104,413,-,-,-,12.1,https://www.wis-tns.org/object/20210407b,0.2469,-,0.08,0.08,3,,,,
871,FRB20210407C,7/4/2021 9:08,59311.38102,ASKAP,08:03.0,+26:03:39.00,177.77,-8.52,1104,409,-,-,-,12.6,https://www.wis-tns.org/object/20210407c,0.243,-,0.08,0.08,4,,,,
872,FRB20210407E,7/4/2021 5:14,59311.21847,ASKAP,14:46.3,+27:04:12.30,177.82,-6.71,1271.5,1785.3,-,-,35,19.81,https://www.wis-tns.org/object/20210407e,1.5002,-,4,4,0.2,,,,
873,FRB20210415A,15/4/2021 12:23,59319.51619,Stockert,08:03.5,+26:03:37.8,177.77,-8.52,1380,412.8,215,1.5,334,85,https://www.astronomerstelegram.org/?read=14556,0.2467,-,-,-,0.2,https://astropeiler.de/frb20201124a,,,
874,FRB20210518A,18/5/2021 1:26,59352.05986,ATA,08:03.5,+26:03:37.8,177.77,-8.52,1500,411.72,43,2.8,120,20,https://www.astronomerstelegram.org/?read=14676,0.2456,-,-,-,-,,,,
875,FRB20210630A,30/6/2021 12:48,59395.53346,UTMOST,23:07.4,+07:51:41.85,29.94,23.19,835.55,943.7,-,29.7,60.14,10,https://www.wis-tns.org/object/20210630a,0.8631,-,-,-,-,,,,
876,FRB20220105A,5/1/2022 0:19,59584.01341,ASKAP,55:51.4,+22:29:19.70,18.84,74.68,1632.5,583,-,-,-,10,https://www.wis-tns.org/object/20220105a,0.5724,-,11,7,1,,,,
877,FRB20220414A,14/4/2022 17:26,59683.72686,Tianlai,04:21.0,+48:18:05.00,117.02,68.68,747.5,208.1,128.4,2.2,204,15.1,https://www.wis-tns.org/object/20220414a,0.2169,-,33,10.3,0.5,,,,
878,FRB20220501C,1/5/2022 2:11,59700.09108,ASKAP,29:50.0,-32:27:00.00,11.26,-71.55,863.5,449.5,-,-,30,16.1,https://www.wis-tns.org/object/20220501c,0.4558,-,3,3,0.2,,,,
879,FRB20220610A,10/6/2022 22:26,59740.93522,ASKAP,24:00.0,-33:31:00.00,8.87,-70.13,1271.5,1458.1,-,5.6,43,29.8,https://www.wis-tns.org/object/20220610a,1.3836,-,3,3,0.2,,,,
880,FRB20220725A,25/7/2022 21:54,59785.91311,ASKAP,27:00.0,+34:52:60.00,92.14,-19.21,919.5,290.4,-,-,-,12.7,https://www.wis-tns.org/object/20220725a,0.2591,-,50,80,0.3,,,,
881,FRB20220918A,18/9/2022 17:33,59840.73164,ASKAP,10:57.9,-70:47:05.90,300.61,-46.26,1271.5,656.8,-,-,55,26.4,https://www.wis-tns.org/object/20220918a,0.6313,-,8,8,0.4,,,,
882,FRB20221106A,6/11/2022 21:27,59889.89413,ASKAP_Incoherent,46:38.1,-25:39:44.90,221.03,-50.94,1631.5,343.8,-,-,80,35.1,https://www.wis-tns.org/object/20221106a,0.3393,-,11,11,0.8,,,,
