,frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference,redshift,redshift_measured,ra_error,dec_error,dm_error,raw,notes,high_freq,low_freq
330,FRB20190107A,7/1/2019 1:01,58490.04257,CHIME,03:26.4,+21:48:36,108.44,-39.7,400.2,841.1,0.5,47.19,6,9,https://www.chime-frb.ca/catalog/FRB20190107A,0.795,-,15,16.8,12.94,,,666.9,400.2
331,FRB20190107B,7/1/2019 3:22,58490.14044,CHIME,13:48.0,+83:24:00,125.47,21.16,400.2,166.6,3,0.98,4,20.6,https://www.chime-frb.ca/catalog/FRB20190107B,0.1146,-,12,13.8,1.62,,,785.3,400.2
332,FRB20190109A,9/1/2019 8:00,58492.33369,CHIME,11:50.4,+05:09:36,210.66,6.92,583,325.1,1.2,13.76,6,9.4,https://www.chime-frb.ca/catalog/FRB20190109A,0.1467,-,15,20.4,1.62,,,800.2,400.2
333,FRB20190109A,9/1/2019 8:00,58492.33369,CHIME,11:50.4,+05:09:36,210.66,6.92,583,325.1,1.2,13.76,6,9.4,https://www.chime-frb.ca/catalog/FRB20190109A,0.1467,-,15,20.4,1.62,,,800.2,400.2
334,FRB20190109B,9/1/2019 17:36,58492.73336,CHIME,53:52.8,+01:15:00,19.77,26.47,408.1,176.3,1,6.88,3,11.6,https://www.chime-frb.ca/catalog/FRB20190109B,0.1486,-,13.8,19.8,1.62,,,492.4,400.2
335,FRB20190110A,10/1/2019 5:05,58493.21221,CHIME,19:48.0,+47:26:24,155.16,-1.89,411,470.7,1.5,2.95,4,29.1,https://www.chime-frb.ca/catalog/FRB20190110A,0.2343,-,1.98,5.16,1.62,,,472.7,400.2
336,FRB20190110B,10/1/2019 9:28,58493.3945,CHIME,46:43.2,+50:09:36,168.89,38.68,407.8,486.9,0.5,8.85,2,12.3,https://www.chime-frb.ca/catalog/FRB20190110B,0.4686,-,12.6,12.6,1.62,,,800.2,400.2
337,FRB20190110C,10/1/2019 17:11,58493.7164,CHIME,27:55.2,+41:25:12,65.48,43.84,427.4,221.6,0.6,2.95,1.4,15.6,https://www.chime-frb.ca/catalog/FRB20190110C,0.2225,-,11.4,3,1.62,,,477.7,400.2
338,FRB20190111A,11/1/2019 15:05,58494.62906,CHIME,28:00.0,+26:46:48,37.71,68.37,638.9,173.1,4,5.9,17,64.3,https://www.chime-frb.ca/catalog/FRB20190111A,0.1795,-,9,7.2,1.62,,,800.2,400.2
339,FRB20190111A,11/1/2019 15:05,58494.62906,CHIME,28:00.0,+26:46:48,37.71,68.37,638.9,173.1,4,5.9,17,64.3,https://www.chime-frb.ca/catalog/FRB20190111A,0.1795,-,9,7.2,1.62,,,649.7,400.2
340,FRB20190111A,11/1/2019 15:05,58494.62906,CHIME,28:00.0,+26:46:48,37.71,68.37,638.9,173.1,4,5.9,17,64.3,https://www.chime-frb.ca/catalog/FRB20190111A,0.1795,-,9,7.2,1.62,,,635.8,400.2
341,FRB20190111B,11/1/2019 17:59,58494.74933,CHIME,20:04.8,+13:31:48,35.24,26.24,422.5,1334.4,0.3,3.93,0.8,24.1,https://www.chime-frb.ca/catalog/FRB20190111B,1.2314,-,9.6,1.8,1.62,,,609.1,400.2
342,FRB20190112A,12/1/2019 17:41,58495.73717,CHIME,11:55.2,+61:12:00,90.33,35.64,697.7,420.5,1.4,9.83,16,27.8,https://www.chime-frb.ca/catalog/FRB20190112A,0.4089,-,0.9,1.56,6.47,,,800.2,564.6
343,FRB20190113A,13/1/2019 7:40,58496.31981,CHIME,12:33.6,-02:59:24,218.03,3.38,800.2,430.3,1,6.88,6,10.9,https://www.chime-frb.ca/catalog/FRB20190113A,0.208,-,15,23.4,3.23,,,800.2,491.9
344,FRB20190114A,14/1/2019 1:06,58497.04583,CHIME,35:48.0,+19:10:12,117.87,-43.55,425.8,889.6,0.5,4.92,2,11.5,https://www.chime-frb.ca/catalog/FRB20190114A,0.8415,-,13.8,15.6,3.23,,,500,400.2
345,FRB20190115A,15/1/2019 3:27,58498.14432,CHIME,02:26.4,+54:16:48,141.38,-3.82,457.2,1020.6,0.5,2.95,1,10.4,https://www.chime-frb.ca/catalog/FRB20190115A,0.7714,-,13.2,13.8,1.62,,,800.2,400.2
346,FRB20190115B,15/1/2019 5:42,58498.23798,CHIME,07:16.8,+82:03:36,130.69,23.4,457.5,748.9,1.5,3.93,5,18.2,https://www.chime-frb.ca/catalog/FRB20190115B,0.6795,-,12,13.8,1.62,,,800.2,400.2
347,FRB20190116A,16/1/2019 13:07,58499.54692,CHIME,49:19.2,+27:08:60,209.33,89.47,636.8,446.4,0.3,12.78,4,15.8,https://www.chime-frb.ca/catalog/FRB20190116A,0.448,-,9,14.4,6.47,,,800.2,482.3
348,FRB20190116B,16/1/2019 13:08,58499.54746,CHIME,49:19.2,+27:08:60,207.74,89.64,483.6,441.6,0.5,6.88,2,12.9,https://www.chime-frb.ca/catalog/FRB20190116B,0.4434,-,9,14.4,1.62,,,593.8,400.2
349,FRB20190116C,16/1/2019 16:54,58499.70433,CHIME,37:16.8,+70:57:36,96.34,-60.19,672.1,629.2,30,2.95,60,74.4,https://www.chime-frb.ca/catalog/FRB20190116C,0.6118,-,0.78,1.5,1.62,,,800.2,453.1
350,FRB20190116D,16/1/2019 5:59,58499.24941,CHIME,40:24.0,+68:40:48,144.42,19.01,400.2,1161.4,0.5,9.83,5,11.5,https://www.chime-frb.ca/catalog/FRB20190116D,1.0315,-,13.2,13.8,3.23,,,800.2,400.2
351,FRB20190116E,16/1/2019 1:36,58499.06682,CHIME,17:26.4,+52:19:12,126.96,-10.35,660.5,1489.7,0.5,0.98,1.1,11.9,https://www.chime-frb.ca/catalog/FRB20190116E,1.2933,-,13.2,13.2,1.62,,,800.2,400.2
352,FRB20190116F,16/1/2019 17:40,58499.73654,CHIME,26:40.8,+75:00:00,106.48,31.61,637.5,315.4,0.5,2.95,1.5,13.6,https://www.chime-frb.ca/catalog/FRB20190116F,0.3026,-,12.6,13.8,1.62,,,800.2,400.2
353,FRB20190117A,17/1/2019 22:18,58500.92954,CHIME,06:50.4,+17:22:12,76.41,-30.3,507.6,393.1,2,3.93,10,24.2,https://www.chime-frb.ca/catalog/FRB20190117A,0.3787,-,9,15.6,1.62,,,584,441.1
354,FRB20190117C,17/1/2019 7:55,58500.32993,CHIME,40:31.2,+74:35:24,140.29,28.91,648.6,865.4,0.4,1.97,0.8,10.2,https://www.chime-frb.ca/catalog/FRB20190117C,0.7998,-,15,17.4,1.62,,,800.2,403.3
355,FRB20190117D,17/1/2019 14:06,58500.58752,CHIME,55:28.8,+31:40:48,54.87,75.33,419.2,1175.9,0.8,2.95,4,15.7,https://www.chime-frb.ca/catalog/FRB20190117D,1.1115,-,8.4,12,1.62,,,800.2,400.2
356,FRB20190118A,18/1/2019 17:02,58501.70991,CHIME,53:14.4,+11:33:00,30.16,31.4,474.9,224.8,9,1.97,18,47.2,https://www.chime-frb.ca/catalog/FRB20190118A,0.2118,-,1.74,5.04,1.62,,,580.9,400.2
357,FRB20190118B,18/1/2019 2:47,58501.11653,CHIME,38:50.4,+23:34:12,152.56,-33.03,645,666.4,0.3,36.37,4,9.7,https://www.chime-frb.ca/catalog/FRB20190118B,0.6265,-,15,16.2,6.47,,,800.2,432.6
358,FRB20190121A,21/1/2019 23:33,58504.98159,CHIME,38:57.6,+78:35:60,119.23,16.25,523.2,423.8,2,7.86,11,31.3,https://www.chime-frb.ca/catalog/FRB20190121A,0.3447,-,9,1.38,3.23,,,800.2,400.2
359,FRB20190122A,22/1/2019 23:09,58505.96505,CHIME,18:14.4,+37:30:00,103.2,-21.77,694.2,1229.3,0.33,44.24,6,11.7,https://www.chime-frb.ca/catalog/FRB20190122A,1.1281,-,13.2,13.8,12.94,,,800.2,400.2
360,FRB20190122B,22/1/2019 0:03,58505.00235,CHIME,10:07.2,+35:07:12,113.48,-26.99,737.5,467.5,0.4,5.9,1.8,9.3,https://www.chime-frb.ca/catalog/FRB20190122B,0.4428,-,15,15,1.62,,,800.2,400.2
361,FRB20190122C,22/1/2019 13:14,58505.55165,CHIME,22:24.0,+17:34:12,15.18,49.23,466.7,690.7,4,14.75,50,43.2,https://www.chime-frb.ca/catalog/FRB20190122C,0.6618,-,4.32,9.6,1.62,,,800.2,400.2
362,FRB20190122C,22/1/2019 13:14,58505.55165,CHIME,22:24.0,+17:34:12,15.18,49.23,466.7,690.7,4,14.75,50,43.2,https://www.chime-frb.ca/catalog/FRB20190122C,0.6618,-,4.32,9.6,1.62,,,800.2,400.2
363,FRB20190122C,22/1/2019 13:14,58505.55165,CHIME,22:24.0,+17:34:12,15.18,49.23,466.7,690.7,4,14.75,50,43.2,https://www.chime-frb.ca/catalog/FRB20190122C,0.6618,-,4.32,9.6,1.62,,,714.3,400.2
364,FRB20190122C,22/1/2019 13:14,58505.55165,CHIME,22:24.0,+17:34:12,15.18,49.23,466.7,690.7,4,14.75,50,43.2,https://www.chime-frb.ca/catalog/FRB20190122C,0.6618,-,4.32,9.6,1.62,,,669.5,400.2
365,FRB20190122C,22/1/2019 13:14,58505.55165,CHIME,22:24.0,+17:34:12,15.18,49.23,466.7,690.7,4,14.75,50,43.2,https://www.chime-frb.ca/catalog/FRB20190122C,0.6618,-,4.32,9.6,1.62,,,800.2,400.2
366,FRB20190122C,22/1/2019 13:14,58505.55165,CHIME,22:24.0,+17:34:12,15.18,49.23,466.7,690.7,4,14.75,50,43.2,https://www.chime-frb.ca/catalog/FRB20190122C,0.6618,-,4.32,9.6,1.62,,,715.1,400.2
367,FRB20190124A,24/1/2019 3:06,58507.12935,CHIME,21:50.4,+51:34:48,145.28,-4.65,529.5,1274.6,0.6,23.59,13,14.4,https://www.chime-frb.ca/catalog/FRB20190124A,1.0141,-,7.8,9.6,6.47,,,800.2,400.2
368,FRB20190124B,24/1/2019 14:07,58507.58859,CHIME,18:45.6,+28:48:00,43,70.64,434.2,443.2,1,14.75,12,14.5,https://www.chime-frb.ca/catalog/FRB20190124B,0.4465,-,5.34,10.2,6.47,,,800.2,400.2
369,FRB20190124C,24/1/2019 14:14,58507.59332,CHIME,28:40.8,+28:22:48,41.51,68.47,424.6,302.5,3,13.76,14,47.5,https://www.chime-frb.ca/catalog/FRB20190124C,0.309,-,2.82,10.2,1.62,,,800.2,400.2
370,FRB20190124C,24/1/2019 14:14,58507.59332,CHIME,28:40.8,+28:22:48,41.51,68.47,424.6,302.5,3,13.76,14,47.5,https://www.chime-frb.ca/catalog/FRB20190124C,0.309,-,2.82,10.2,1.62,,,724.9,400.2
371,FRB20190124D,24/1/2019 15:30,58507.64618,CHIME,49:02.4,+81:13:48,115.64,33.23,402.1,341.3,0.5,4.92,2,9.1,https://www.chime-frb.ca/catalog/FRB20190124D,0.3286,-,14.4,17.4,1.62,,,651,400.2
372,FRB20190124E,24/1/2019 19:36,58507.81726,CHIME,51:00.0,+20:34:12,57.97,-3.13,625.6,614.6,0.6,18.68,7,13.6,https://www.chime-frb.ca/catalog/FRB20190124E,0.3403,-,12.6,14.4,6.47,,,800.2,400.2
373,FRB20190124F,24/1/2019 22:19,58507.93024,CHIME,35:40.8,+05:18:00,72.53,-43.9,425.6,253.9,4,1.97,6,35.9,https://www.chime-frb.ca/catalog/FRB20190124F,0.255,-,9.6,1.62,1.62,,,617.4,400.2
374,FRB20190125A,25/1/2019 2:44,58508.11409,CHIME,02:55.2,+27:48:36,155.44,-26.62,655.5,562.9,0.4,13.76,3,9.4,https://www.chime-frb.ca/catalog/FRB20190125A,0.5194,-,14.4,15.6,6.47,,,800.2,510.1
375,FRB20190125B,25/1/2019 15:03,58508.62754,CHIME,25:48.0,+50:32:24,81.56,52.13,609.9,177.9,0.8,6.88,5,13.2,https://www.chime-frb.ca/catalog/FRB20190125B,0.1805,-,15,13.8,3.23,,,800.2,400.2
376,FRB20190126A,26/1/2019 1:32,58509.06441,CHIME,58:00.8,+65:43:00.315,128.41,3.43,595.4,351,0.7,6.88,4,11.6,https://www.chime-frb.ca/catalog/FRB20190126A,0.0257,-,-,-,1.62,,,719.4,492.8
377,FRB20190127B,27/1/2019 9:23,58510.39122,CHIME,03:40.8,+83:33:36,128.02,31.8,562.2,666.4,0.6,67.83,11,11.5,https://www.chime-frb.ca/catalog/FRB20190127B,0.6271,-,14.4,16.8,6.47,,,800.2,400.2
378,FRB20190128A,28/1/2019 1:00,58511.04207,CHIME,27:12.0,+24:40:12,133.18,-37.31,400.2,695.5,0.6,6.88,2,11.8,https://www.chime-frb.ca/catalog/FRB20190128A,0.6598,-,12.6,3.9,3.23,,,800.2,400.2
379,FRB20190128B,28/1/2019 8:02,58511.33475,CHIME,29:45.6,+23:17:24,200.93,31.38,515.9,247.5,0.8,1.97,1.6,14.1,https://www.chime-frb.ca/catalog/FRB20190128B,0.2201,-,12.6,13.8,1.62,,,800.2,400.2
380,FRB20190128C,28/1/2019 16:11,58511.67457,CHIME,39:12.0,+78:56:24,132.87,20.8,491.6,304.1,0.7,15.73,6,10.1,https://www.chime-frb.ca/catalog/FRB20190128C,0.2542,-,13.8,22.8,6.47,,,603.2,400.6
381,FRB20190128D,28/1/2019 18:24,58511.76706,CHIME,53:16.8,+17:26:24,58.18,-23.56,419.5,428.6,1,4.92,4,9.4,https://www.chime-frb.ca/catalog/FRB20190128D,0.4016,-,3.6,16.2,1.62,,,705.4,400.2
382,FRB20190129A,29/1/2019 2:25,58512.10127,CHIME,00:14.4,+21:25:12,158.89,-32.32,707.7,478.8,0.5,8.85,5,12.7,https://www.chime-frb.ca/catalog/FRB20190129A,0.4526,-,12.6,13.8,12.94,,,800.2,552.8
383,FRB20190130A,30/1/2019 1:04,58513.04488,CHIME,42:33.6,+13:09:36,141.74,-47.83,467.7,1365.2,0.5,14.75,4,9.5,https://www.chime-frb.ca/catalog/FRB20190130A,1.2817,-,14.4,18,6.47,,,567.2,400.2
384,FRB20190130B,30/1/2019 10:53,58513.45403,CHIME,28:26.4,+16:03:00,238.81,67.79,487.1,988.3,0.8,3.93,2.9,23.6,https://www.chime-frb.ca/catalog/FRB20190130B,0.9385,-,9.6,4.32,1.62,,,553.6,428.6
385,FRB20190131B,31/1/2019 22:58,58514.95729,CHIME,38:52.8,+11:42:36,96.28,-47.39,798.1,1801.9,1,1.97,3,12.2,https://www.chime-frb.ca/catalog/FRB20190131B,1.7075,-,14.4,13.8,3.23,,,800.2,514.4
386,FRB20190131C,31/1/2019 10:22,58514.43221,CHIME,05:48.0,+10:25:48,241.82,60.09,501.4,506.3,0.8,0.98,2,13.6,https://www.chime-frb.ca/catalog/FRB20190131C,0.4997,-,13.2,16.2,1.62,,,800.2,400.2
387,FRB20190131D,31/1/2019 3:07,58514.13022,CHIME,49:50.4,+22:45:00,167.98,-23.95,508.7,642.1,3,1.97,7,18.7,https://www.chime-frb.ca/catalog/FRB20190131D,0.5782,-,9.6,10.8,1.62,,,800.2,400.2
388,FRB20190131D,31/1/2019 3:07,58514.13022,CHIME,49:50.4,+22:45:00,167.98,-23.95,508.7,642.1,3,1.97,7,18.7,https://www.chime-frb.ca/catalog/FRB20190131D,0.5782,-,9.6,10.8,1.62,,,800.2,400.2
389,FRB20190131E,31/1/2019 0:16,58514.01167,CHIME,02:36.0,+80:55:12,59.77,44.07,476.5,279.8,3,0.98,5,20.9,https://www.chime-frb.ca/catalog/FRB20190131E,0.2802,-,2.64,16.2,1.62,,,576.8,400.2
390,FRB20190201A,1/2/2019 15:36,58515.65015,CHIME,16:07.2,+84:50:24,127.37,23.86,476.6,241,3,0.98,3,11,https://www.chime-frb.ca/catalog/FRB20190201A,0.207,-,13.8,19.2,1.62,,,800.2,400.2
391,FRB20190201B,1/2/2019 7:05,58515.29523,CHIME,52:48.0,+55:34:48,162.22,30.63,425.9,748.9,0.8,2.95,2,19.8,https://www.chime-frb.ca/catalog/FRB20190201B,0.6934,-,11.4,11.4,1.62,,,632.1,400.2
392,FRB20190202A,2/2/2019 22:04,58516.91954,CHIME,56:48.0,+17:06:00,96.34,-60.19,492.3,305.7,40,1.97,90,101,https://www.chime-frb.ca/catalog/FRB20190202A,0.3107,-,1.5,1.56,1.62,,,757.8,400.2
393,FRB20190202B,2/2/2019 6:51,58516.28549,CHIME,37:16.8,+32:27:00,187.06,23.2,536.2,464.2,1.6,0.98,3,20.2,https://www.chime-frb.ca/catalog/FRB20190202B,0.4031,-,2.34,10.8,1.62,,,800.2,400.2
394,FRB20190203A,3/2/2019 7:57,58517.33141,CHIME,54:43.2,+70:49:12,148.92,14.28,472.9,418.9,1.2,3.93,4,32,https://www.chime-frb.ca/catalog/FRB20190203A,0.3165,-,10.2,11.4,1.62,,,563.4,400.2
395,FRB20190203B,3/2/2019 7:49,58517.32615,CHIME,42:33.6,+61:53:24,154.26,36.68,437.5,580.7,0.5,2.95,0.9,9,https://www.chime-frb.ca/catalog/FRB20190203B,0.5541,-,13.8,15,1.62,,,735.7,400.2
396,FRB20190203C,3/2/2019 12:10,58517.50705,CHIME,04:02.4,+02:28:48,310.56,65.15,800.2,370.4,1,3.93,4,11.1,https://www.chime-frb.ca/catalog/FRB20190203C,0.3743,-,13.2,19.8,1.62,,,800.2,400.2
397,FRB20190204A,4/2/2019 9:47,58518.4082,CHIME,45:19.2,+61:31:48,145.61,49.67,418.2,448,0.2,7.86,1.5,10.1,https://www.chime-frb.ca/catalog/FRB20190204A,0.4431,-,13.8,14.4,1.62,,,557.9,400.2
398,FRB20190204B,4/2/2019 16:09,58518.67311,CHIME,03:40.8,+75:52:12,107.95,32.76,571.7,1463.8,1.3,2.95,4,28,https://www.chime-frb.ca/catalog/FRB20190204B,1.3636,-,10.2,11.4,1.62,,,800.2,400.2
399,FRB20190205A,5/2/2019 21:28,58519.89467,CHIME,48:52.8,+83:22:12,119.28,21.39,485.7,693.9,0.7,2.95,1.7,9.5,https://www.chime-frb.ca/catalog/FRB20190205A,0.6261,-,15,18,1.62,,,605.6,400.2
400,FRB20190206A,6/2/2019 15:11,58520.63292,CHIME,19:24.0,+09:21:36,23.07,38.28,534.5,187.6,1,5.9,9,13.4,https://www.chime-frb.ca/catalog/FRB20190206A,0.1841,-,13.2,15.6,3.23,,,644.6,443.2
401,FRB20190206B,6/2/2019 13:57,58520.58179,CHIME,19:02.4,+79:30:00,129.62,18.61,506.4,355.8,1,19.66,10,9.7,https://www.chime-frb.ca/catalog/FRB20190206B,0.2933,-,15,23.4,6.47,,,687.6,400.2
402,FRB20190206C,6/2/2019 12:26,58520.51855,CHIME,21:48.0,+74:23:24,120.21,42.56,439.2,1044.9,0.6,5.9,4,9.3,https://www.chime-frb.ca/catalog/FRB20190206C,0.9807,-,11.4,2.76,3.23,,,800.2,400.2
403,FRB20190208A,8/2/2019 17:41,58522.73739,CHIME,54:04.8,+46:57:36,76.76,18.96,602.7,579.1,0.4,33.42,5,12.2,https://www.chime-frb.ca/catalog/FRB20190208A,0.5276,-,9,13.2,3.23,,,735.1,494.1
404,FRB20190208A,8/2/2019 17:41,58522.73739,CHIME,54:04.8,+46:57:36,76.76,18.96,602.7,579.1,0.4,33.42,5,12.2,https://www.chime-frb.ca/catalog/FRB20190208A,0.5276,-,9,13.2,3.23,,,642.5,484.3
405,FRB20190208A,8/2/2019 17:41,58522.73739,CHIME,54:04.8,+46:57:36,76.76,18.96,602.7,579.1,0.4,33.42,5,12.2,https://www.chime-frb.ca/catalog/FRB20190208A,0.5276,-,9,13.2,3.23,,,613.2,468.4
406,FRB20190208A,8/2/2019 17:41,58522.73739,CHIME,54:04.8,+46:57:36,76.76,18.96,602.7,579.1,0.4,33.42,5,12.2,https://www.chime-frb.ca/catalog/FRB20190208A,0.5276,-,9,13.2,3.23,,,538.7,400.2
407,FRB20190208B,8/2/2019 5:02,58522.21029,CHIME,04:00.0,+80:52:48,96.34,-60.19,417.9,713.3,10,0.98,14,96.4,https://www.chime-frb.ca/catalog/FRB20190208B,0.6864,-,7.8,2.1,1.62,,,713.9,400.2
408,FRB20190208C,8/2/2019 8:08,58522.33895,CHIME,26:12.0,+83:33:36,128.8,31.01,474.9,237.8,1.3,0.98,1.7,16.3,https://www.chime-frb.ca/catalog/FRB20190208C,0.2232,-,2.22,13.2,1.62,,,583.2,400.2
409,FRB20190209A,9/2/2019 8:20,58523.34747,CHIME,37:16.8,+77:40:12,134.21,34.8,470.1,423.8,0.8,4.92,4,11.8,https://www.chime-frb.ca/catalog/FRB20190209A,0.4087,-,13.2,16.8,3.23,,,552.4,400.2
410,FRB20190210A,10/2/2019 8:17,58524.3453,CHIME,37:16.8,+77:40:12,134.18,34.83,461.8,420.5,0.3,11.8,1.8,10.1,https://www.chime-frb.ca/catalog/FRB20190210A,0.4057,-,13.2,16.8,6.47,,,542.5,400.2
411,FRB20190210B,10/2/2019 5:36,58524.2337,CHIME,56:43.2,+23:42:00,191.93,11.62,400.2,622.7,2.6,2.95,5,43.9,https://www.chime-frb.ca/catalog/FRB20190210B,0.4761,-,9.6,9.6,1.62,,,696.1,400.2
412,FRB20190210C,10/2/2019 6:03,58524.25259,CHIME,43:00.0,+89:05:60,121.96,26.9,448.5,642.1,2.4,1.97,4,19.7,https://www.chime-frb.ca/catalog/FRB20190210C,0.5969,-,14.4,15,1.62,,,800.2,400.2
413,FRB20190210D,10/2/2019 19:14,58524.80198,CHIME,31:12.0,+55:27:36,91.75,9.06,611.8,357.5,1.4,1.97,2.5,20.6,https://www.chime-frb.ca/catalog/FRB20190210D,0.1879,-,4.92,10.8,1.62,,,800.2,449.9
414,FRB20190210E,10/2/2019 20:21,58524.8486,CHIME,54:36.0,+86:40:12,119.72,25.4,472.2,580.7,0.7,1.97,1.4,9.5,https://www.chime-frb.ca/catalog/FRB20190210E,0.5379,-,16.8,18.6,1.62,,,599.4,400.2
415,FRB20190211A,11/2/2019 3:04,58525.12842,CHIME,28:14.4,+68:38:24,140.61,13.58,656,1188.9,1.5,3.93,6,20.2,https://www.chime-frb.ca/catalog/FRB20190211A,1.0142,-,11.4,12,1.62,,,800.2,515
416,FRB20190211B,11/2/2019 18:37,58525.77623,CHIME,58:28.8,+61:22:12,94.39,16.12,440.1,260.4,0.3,0.98,1.3,12.7,https://www.chime-frb.ca/catalog/FRB20190211B,0.1988,-,13.2,13.2,1.62,,,764.9,400.2
417,FRB20190212A,12/2/2019 16:17,58526.67874,CHIME,24:33.6,+81:25:48,113.79,29.42,466.3,300.9,0.4,5.9,3,9.9,https://www.chime-frb.ca/catalog/FRB20190212A,0.2845,-,12.6,11.4,3.23,,,618.2,400.2
418,FRB20190212B,12/2/2019 7:53,58526.32916,CHIME,19:57.6,+52:06:36,165.49,43.6,400.2,600.1,1.6,2.95,4,29,https://www.chime-frb.ca/catalog/FRB20190212B,0.5791,-,10.8,10.2,1.62,,,702,400.2
419,FRB20190212C,12/2/2019 10:04,58526.42003,CHIME,30:16.8,+28:08:24,204.87,72.04,498.1,1012.6,0.7,20.64,12,12.2,https://www.chime-frb.ca/catalog/FRB20190212C,0.9652,-,10.2,2.82,6.47,,,800.2,400.2
420,FRB20190212D,12/2/2019 10:34,58526.44033,CHIME,55:19.2,+66:43:12,131.44,49.44,400.2,1145.2,0.4,21.63,6,9.7,https://www.chime-frb.ca/catalog/FRB20190212D,1.0769,-,15,15,6.47,,,681.6,400.2
421,FRB20190213A,13/2/2019 0:42,58527.02948,CHIME,06:52.8,+20:04:48,148.03,-38.74,418.9,650.2,0.4,14.75,2,9.5,https://www.chime-frb.ca/catalog/FRB20190213A,0.6194,-,15,18,3.23,,,515.9,400.2
422,FRB20190213B,13/2/2019 17:09,58527.71496,CHIME,24:33.6,+81:25:48,113.48,27.81,639.2,302.5,0.9,2.95,4,9.5,https://www.chime-frb.ca/catalog/FRB20190213B,0.2829,-,12.6,11.4,1.62,,,775.6,526.8
423,FRB20190213B,13/2/2019 17:09,58527.71496,CHIME,24:33.6,+81:25:48,113.48,27.81,639.2,302.5,0.9,2.95,4,9.5,https://www.chime-frb.ca/catalog/FRB20190213B,0.2829,-,12.6,11.4,1.62,,,585.9,451.5
424,FRB20190213C,13/2/2019 2:47,58527.11651,CHIME,17:02.4,+45:00:00,156.57,-4.01,800.2,357.5,0.6,1.97,1.1,9.9,https://www.chime-frb.ca/catalog/FRB20190213C,0.1464,-,13.2,13.8,1.62,,,800.2,400.2
425,FRB20190213D,13/2/2019 20:54,58527.87103,CHIME,25:48.0,+52:42:36,99.29,-2.55,671.4,1344.1,1,1.97,2,18.7,https://www.chime-frb.ca/catalog/FRB20190213D,1.0087,-,1.26,8.4,1.62,,,800.2,496.6
426,FRB20190214A,14/2/2019 4:44,58528.19777,CHIME,24:21.6,+66:14:24,148.5,22.01,800.2,498.2,0.5,23.59,9,11.4,https://www.chime-frb.ca/catalog/FRB20190214A,0.4429,-,13.8,13.8,6.47,,,800.2,400.2
427,FRB20190214C,14/2/2019 12:56,58528.53955,CHIME,35:28.8,+19:21:36,20.65,64.73,463.1,533.8,1,6.88,5,15.5,https://www.chime-frb.ca/catalog/FRB20190214C,0.5258,-,2.22,12.6,3.23,,,671.7,400.2
428,FRB20190215B,15/2/2019 20:42,58529.86252,CHIME,20:09.6,+45:20:24,96.94,-9.95,400.2,273.4,2,1.97,6,44.5,https://www.chime-frb.ca/catalog/FRB20190215B,0.1774,-,7.8,9,1.62,,,800.2,400.2
429,FRB20190216A,16/2/2019 15:26,58530.64373,CHIME,05:19.2,+68:16:48,99.17,34.83,489.2,1268.1,0.9,122.88,50,22.6,https://www.chime-frb.ca/catalog/FRB20190216A,1.1824,-,12.6,13.2,25.88,,,605.3,400.2
430,FRB20190217A,17/2/2019 4:31,58531.18886,CHIME,19:31.2,+43:06:36,170.79,12.81,521.5,797.4,0.3,7.86,1.2,15.4,https://www.chime-frb.ca/catalog/FRB20190217A,0.6502,-,12,12,1.62,,,800.2,400.2
431,FRB20190217B,17/2/2019 23:39,58531.98568,CHIME,30:19.2,+26:57:00,133.56,-35.11,400.2,847.6,0.5,26.54,6,10.8,https://www.chime-frb.ca/catalog/FRB20190217B,0.7963,-,13.2,14.4,6.47,,,800.2,400.2
432,FRB20190218A,18/2/2019 10:20,58532.43071,CHIME,16:12.0,+56:25:12,132.7,60.04,483.6,1282.7,0.5,2.95,1.6,13.7,https://www.chime-frb.ca/catalog/FRB20190218A,1.2095,-,13.2,12.6,1.62,,,800.2,400.2
433,FRB20190218B,18/2/2019 16:00,58532.66734,CHIME,54:48.0,+17:55:48,43.26,20.3,588,549.9,0.6,17.69,6,11.1,https://www.chime-frb.ca/catalog/FRB20190218B,0.5006,-,13.2,15.6,6.47,,,715.2,483.4
434,FRB20190218C,18/2/2019 20:20,58532.84735,CHIME,27:50.4,+77:57:00,131.27,36.85,440.4,318.6,20,0.98,30,67.5,https://www.chime-frb.ca/catalog/FRB20190218C,0.3104,-,7.8,6.6,1.62,,,643,400.2
435,FRB20190219A,19/2/2019 5:10,58533.21559,CHIME,03:07.2,+43:07:48,173.86,20.13,400.2,655.1,0.3,3.93,1,23,https://www.chime-frb.ca/catalog/FRB20190219A,0.57,-,2.52,9.6,1.62,,,800.2,400.2
436,FRB20190219B,19/2/2019 14:27,58533.60211,CHIME,25:12.0,+57:55:12,87.97,41.9,612.2,1675.7,1.1,10.81,14,29.1,https://www.chime-frb.ca/catalog/FRB20190219B,1.5787,-,10.2,10.2,6.47,,,800.2,400.2
437,FRB20190219C,19/2/2019 21:19,58533.88884,CHIME,18:40.8,+49:12:36,107.75,-10.9,613.5,805.5,0.4,4.92,2,9.1,https://www.chime-frb.ca/catalog/FRB20190219C,0.6799,-,13.8,14.4,3.23,,,800.2,400.2
